MarketingSegments,MarketingSegments2,MarketingSegments3,CalendarDateColumn,Leads,Temp
A,b,y,2020-09-02,234.562875982374,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-03,126.99967129156,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-04,342.420205101371,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-05,389.773904904723,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-06,178.327679075301,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-07,296.057169698179,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-08,231.895721703768,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-09,396.420902758837,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-10,205.574881937355,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-11,242.220380622894,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-12,382.476454973221,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-13,478.358305618167,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-14,222.380919661373,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-15,140.636749658734,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-16,362.580817658454,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-17,495.527205709368,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-18,183.679198566824,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-19,114.890277944505,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-20,373.32256892696,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-21,139.075490925461,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-22,287.874624319375,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-23,203.779228311032,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-24,224.987675715238,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-25,136.266508698463,2021-12-22T04:41:27.012024Z
A,b,y,2020-09-26,170.876319333911,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-01,292.329524736851,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-02,144.383397046477,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-03,436.122116446495,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-04,243.134760484099,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-05,392.332759406418,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-06,329.202332347631,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-07,199.622438009828,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-08,202.904770337045,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-09,395.606189128011,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-10,303.215157147497,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-11,265.974919591099,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-12,366.040903143585,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-13,108.29780716449,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-14,349.252910260111,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-15,188.531679939479,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-16,412.468821369112,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-17,353.250666148961,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-18,267.997765541077,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-19,200.699989218265,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-20,135.307579208165,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-21,363.052117452025,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-22,426.334463432431,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-23,170.639874972403,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-24,408.035499695689,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-25,448.85467318818,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-26,111.132593080401,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-27,409.963646810502,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-28,324.563859775662,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-29,118.181978072971,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-30,388.209020812064,2021-12-22T04:41:27.012024Z
A,c,z,2018-01-31,428.970421571285,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-01,268.915096763521,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-02,141.637759283185,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-03,191.017619986087,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-04,102.78653120622,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-05,184.642462059855,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-06,177.028653491288,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-07,454.621088411659,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-08,358.501190319657,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-09,430.333253089339,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-10,368.795355502516,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-11,181.740618869662,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-12,488.564260583371,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-13,177.188465185463,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-14,121.999341342598,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-15,201.522323582321,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-16,108.643999509513,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-17,239.362662285566,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-18,348.818779271096,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-19,222.554564289749,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-20,482.39517128095,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-21,446.847161464393,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-22,281.065394543111,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-23,459.797582495958,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-24,362.853698898107,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-25,181.544067151845,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-26,333.491078577936,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-27,225.064118951559,2021-12-22T04:41:27.012024Z
A,c,z,2018-02-28,211.508412845433,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-01,343.007441889495,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-02,199.487498775125,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-03,187.578459177166,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-04,435.635353717953,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-05,153.822558280081,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-06,185.462295822799,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-07,490.119229629636,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-08,203.48827149719,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-09,185.451328102499,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-10,486.078489478678,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-11,429.484292212874,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-12,492.397328652442,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-13,454.153903666884,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-14,210.793428309262,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-15,349.488651007414,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-16,417.085623648018,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-17,267.762930039316,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-18,435.294056031853,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-19,185.09026216343,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-20,351.927925739437,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-21,329.162678215653,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-22,481.980364117771,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-23,160.416788514704,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-24,172.51223931089,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-25,176.619956828654,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-26,100.31697852537,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-27,443.62877458334,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-28,311.64104603231,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-29,385.504033043981,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-30,367.333523835987,2021-12-22T04:41:27.012024Z
A,c,z,2018-03-31,297.064720094204,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-01,324.048875272274,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-02,319.222866743803,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-03,243.889086600393,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-04,418.885823618621,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-05,377.654203865677,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-06,145.578024536371,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-07,336.148432921618,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-08,233.858704566956,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-09,384.288114402443,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-10,193.925885856152,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-11,425.325132161379,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-12,309.04874233529,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-13,161.281431466341,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-14,122.40519169718,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-15,391.715401690453,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-16,421.262276358902,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-17,136.067505087703,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-18,112.474794499576,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-19,410.219028685242,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-20,180.006597470492,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-21,296.745175495744,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-22,115.537790488452,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-23,224.227518588305,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-24,186.424566525966,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-25,481.28503235057,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-26,212.233580648899,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-27,217.389483749866,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-28,467.858084850013,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-29,322.352104447782,2021-12-22T04:41:27.012024Z
A,c,z,2018-04-30,155.306412652135,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-01,226.500627491623,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-02,360.939901694655,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-03,184.242654405534,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-04,491.402500029653,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-05,474.957489222288,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-06,378.211179282516,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-07,171.828319597989,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-08,205.223665479571,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-09,247.050802409649,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-10,104.605026636273,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-11,446.179794799536,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-12,430.267523881048,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-13,406.884111836553,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-14,148.886519111693,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-15,131.918491143733,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-16,495.210903417319,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-17,316.932178940624,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-18,278.25270909816,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-19,398.465920146555,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-20,421.557275857776,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-21,448.655992094427,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-22,428.791659325361,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-23,216.282242629677,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-24,171.014939807355,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-25,298.397958371788,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-26,187.474821507931,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-27,432.226323988289,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-28,148.792606685311,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-29,295.131225138903,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-30,118.823611270636,2021-12-22T04:41:27.012024Z
A,c,z,2018-05-31,157.876441068947,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-01,345.608264114708,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-02,219.585814699531,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-03,238.728175964206,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-04,181.324520893395,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-05,388.481358904392,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-06,242.246904224157,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-07,101.887979730964,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-08,123.321545682848,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-09,284.465746022761,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-10,253.389516379684,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-11,386.79204294458,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-12,303.375751525164,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-13,403.972426708788,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-14,360.981254093349,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-15,162.154403980821,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-16,146.224235929549,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-17,269.057733472437,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-18,269.090042542666,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-19,266.757176071405,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-20,346.819777972996,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-21,106.21854737401,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-22,325.447100959718,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-23,307.185801677406,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-24,222.060098964721,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-25,182.06628030166,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-26,167.937291227281,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-27,411.47499345243,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-28,312.635873816907,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-29,312.755719944835,2021-12-22T04:41:27.012024Z
A,c,z,2018-06-30,301.369831431657,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-01,265.111235249788,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-02,347.665844857693,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-03,138.212908152491,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-04,120.049950201064,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-05,101.215974986553,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-06,313.120183255523,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-07,260.987229458988,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-08,157.70536409691,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-09,299.646271578968,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-10,462.32519838959,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-11,235.485438071191,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-12,229.937313590199,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-13,394.253252539784,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-14,358.277371153235,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-15,232.047576550394,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-16,292.782855033875,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-17,151.820265222341,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-18,445.918817259371,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-19,129.124122671783,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-20,301.776972785592,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-21,198.011581692845,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-22,320.392686594278,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-23,288.244771305472,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-24,239.694048743695,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-25,281.517727952451,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-26,301.708369795233,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-27,484.82143515721,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-28,206.835052091628,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-29,280.049210041761,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-30,474.182496406138,2021-12-22T04:41:27.012024Z
A,c,z,2018-07-31,295.013807527721,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-01,242.248825076968,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-02,147.973102703691,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-03,429.278316814452,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-04,490.810684859753,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-05,396.300554089248,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-06,270.277519989759,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-07,216.742752771825,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-08,197.665487602353,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-09,139.280955679715,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-10,298.856594692916,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-11,103.745404910296,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-12,235.79874234274,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-13,215.272989217192,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-14,114.660119730979,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-15,205.559349153191,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-16,395.945181511343,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-17,482.595831528306,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-18,294.984850194305,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-19,259.190780855715,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-20,395.341074746102,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-21,280.836594756693,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-22,402.140559908003,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-23,176.33916316554,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-24,247.676903568208,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-25,371.931110136211,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-26,431.224823649973,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-27,320.788543019444,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-28,430.919506400824,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-29,370.944076683372,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-30,374.185593798757,2021-12-22T04:41:27.012024Z
A,c,z,2018-08-31,310.573531594127,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-01,428.653723280877,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-02,471.284845937043,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-03,477.203771378845,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-04,201.904712803662,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-05,288.407743070275,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-06,377.663224097341,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-07,110.039233230054,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-08,462.945742625743,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-09,260.976461693645,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-10,342.593051493168,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-11,468.391167093068,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-12,341.868837364018,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-13,324.307309184223,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-14,400.764788035303,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-15,391.821783687919,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-16,130.291605833918,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-17,224.317893385887,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-18,448.389741871506,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-19,395.491160824895,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-20,256.84480285272,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-21,468.98383339867,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-22,132.4427687563,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-23,298.587496764958,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-24,367.756905406714,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-25,308.940782770515,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-26,230.436477251351,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-27,314.22487096861,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-28,347.706601116806,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-29,293.004528898746,2021-12-22T04:41:27.012024Z
A,c,z,2018-09-30,480.969060584903,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-01,427.045211289078,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-02,390.437403414398,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-03,269.92892222479,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-04,134.845996461809,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-05,195.456417556852,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-06,236.157522816211,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-07,226.05396443978,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-08,385.853944905102,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-09,306.299801170826,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-10,244.665933866054,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-11,290.917080547661,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-12,360.468084644526,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-13,434.665144048631,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-14,159.738070052117,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-15,454.092037677765,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-16,363.018834963441,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-17,488.870247360319,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-18,472.399062011391,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-19,316.028053313494,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-20,244.645789545029,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-21,321.033638902009,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-22,126.634908281267,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-23,492.355793435127,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-24,312.823607772589,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-25,276.453198026866,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-26,137.017893884331,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-27,312.001318484545,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-28,336.752735357732,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-29,347.485807165504,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-30,214.483151305467,2021-12-22T04:41:27.012024Z
A,c,z,2018-10-31,272.013573814183,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-01,357.312550675124,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-02,218.540894053876,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-03,298.644123971462,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-04,263.596896734089,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-05,126.613490656018,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-06,417.609210219234,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-07,187.709284201264,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-08,186.308759730309,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-09,288.240985572338,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-10,234.354890696704,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-11,322.160666808486,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-12,101.164506748319,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-13,368.181879259646,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-14,326.623853668571,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-15,460.928833950311,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-16,349.35296960175,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-17,446.298157609999,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-18,271.741965226829,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-19,467.08031790331,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-20,321.574220899493,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-21,209.804516471922,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-22,119.406540878117,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-23,340.782878734171,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-24,274.204413499683,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-25,217.479030694813,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-26,435.56112870574,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-27,383.897047676146,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-28,417.456582840532,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-29,194.827114231884,2021-12-22T04:41:27.012024Z
A,c,z,2018-11-30,165.879361424595,2021-12-22T04:41:27.012024Z
A,c,z,2018-12-01,288.672359939665,2021-12-22T04:41:27.012024Z
A,c,z,2018-12-02,268.008625879884,2021-12-22T04:41:27.012024Z
A,c,z,2018-12-03,181.857076846063,2021-12-22T04:41:27.012024Z
A,c,z,2018-12-04,258.537354692817,2021-12-22T04:41:27.012024Z
A,c,z,2018-12-05,356.783785670996,2021-12-22T04:41:27.012024Z
A,c,z,2018-12-06,163.593727257103,2021-12-22T04:41:27.012024Z
A,c,z,2018-12-07,220.584709662944,2021-12-22T04:41:27.012024Z
A,c,z,2018-12-08,255.26597481221,2021-12-22T04:41:27.012024Z
